brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price,drive_train_dummies,performance engine,fuel_type_dummies,efficiency
Porsche,911 Carrera GTS,2018.0,15531.0,3.0L H6 24V GDI DOHC Twin Turbo,3.0,OTHER,0.0,Gasoline,Rear-wheel Drive,15.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,White,128995.0,3,1,1.0,0.0
Hyundai,Santa Fe Sport 2.4L,2017.0,51542.0,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,28.0,37.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Gray,Frost White Pearl,20795.0,1,0,1.0,1.0
Chevrolet,Camaro LT1,2022.0,7642.0,6.2L V8 16V GDI OHV,6.2,6-Speed Manual,0.0,Gasoline,Rear-wheel Drive,16.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Charcoal,Black,39597.0,3,1,1.0,0.0
Audi,S5 3.0T Premium,2022.0,3766.0,3.0L V6 24V GDI DOHC Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,21.0,28.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Black,Navarra Blue Metallic w/ Black Roof,59322.0,1,1,1.0,1.0
Porsche,911 Carrera,2020.0,8442.0,3.0L H6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic with Auto-Shift,1.0,Gasoline,Rear-wheel Drive,17.0,23.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Black,Aventurine Green Metallic,116995.0,3,1,1.0,0.0
Ford,F-150 Raptor,2019.0,43130.0,3.5L V6 24V PDI DOHC Twin Turbo,3.5,10-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,Blue,53399.0,1,1,1.0,0.0
Maserati,Levante S GranLusso,2018.0,34951.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,22.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Dark Brown,Nero,44995.0,1,1,1.0,0.0
Ford,Expedition Platinum,2019.0,49703.0,3.5L V6 24V GDI DOHC Twin Turbo,3.5,10-Speed Automatic,1.0,Gasoline,Four-wheel Drive,17.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Medium Soft Ceramic,White Platinum Tri-Coat Metallic,48563.0,1,1,1.0,0.0
Nissan,Altima 2.5 S,2012.0,118500.0,"2.5L I-4 DOHC, variable valve control, engine with 175HP",2.5,Automatic,1.0,Gasoline,Front-wheel Drive,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charcoal,Tuscan Sun Metallic,5950.0,3,0,1.0,1.0
Volkswagen,Passat 2.0T R-Line,2018.0,59886.0,2.0L I4 16V GDI DOHC Turbo,2.0,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,17.0,24.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Cornsilk Beige / Brown,Deep Black Pearl Effect,19265.0,3,0,1.0,1.0
Volkswagen,Atlas Cross Sport 3.6L V6 SE w/Technology,2020.0,35753.0,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,25.0,34.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Titan Black,Tourmaline Blue Metallic,33616.0,1,1,1.0,1.0
Jaguar,XF 3.0 Portfolio,2015.0,80684.0,3.0L V6 24V GDI DOHC Supercharged,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Charcoal,Ultimate Black,18995.0,1,1,1.0,1.0
Volvo,S90 T6 Inscription,2021.0,18879.0,2.0L I4 16V GDI DOHC,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,27.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Charcoal,Pebble Gray Metallic,42999.0,1,0,1.0,1.0
Jeep,Wagoneer Series II,2022.0,31755.0,5.7L V8 16V MPFI OHV,5.7,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,18.0,25.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Global Black,Silver Zynith,57714.0,3,1,1.0,1.0
Cadillac,XT4 Sport,2020.0,30987.0,2.0L I4 16V GDI DOHC Turbo,2.0,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,20.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Jet Black,Red Horizon Tintcoat,36900.0,1,0,1.0,0.0
BMW,750 Li,2014.0,79563.0,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,16.0,25.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Black,Dark Graphite Metallic,23809.0,3,1,1.0,1.0
Hyundai,Elantra Limited,2013.0,110243.0,1.8L I4 16V MPFI DOHC,1.8,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,26.0,33.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Beige,Sparkling Ruby,11788.0,3,0,1.0,1.0
Audi,Q7 55 Prestige,2019.0,46837.0,3.0L V6 24V GDI DOHC Supercharged,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,Nougat Brown,Cobra Beige Metallic,45288.0,1,1,1.0,1.0
Lexus,IS 300 Base,2020.0,31597.0,2.0L I4 16V PDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,18.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Gray,30990.0,3,0,1.0,1.0
Lexus,IS 350 Base,2015.0,80545.0,3.5L V6 24V PDI DOHC,3.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,23.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Saddle,Nebula Gray Pearl,23987.0,1,1,1.0,0.0
BMW,650 I,2008.0,86673.0,"4.8L V-8 DOHC, Double VANOS variable valve control, engine with",4.8,Automatic,1.0,Gasoline,Rear-wheel Drive,0.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,BLACK,GOLD,13900.0,3,1,1.0,0.0
Volkswagen,Atlas 3.6L SEL,2022.0,15108.0,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,24.0,32.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Beige,Deep Black Pearl Effect,43950.0,1,1,1.0,1.0
Mitsubishi,Outlander Sport ES,2021.0,47080.0,2.0L I4 16V MPFI DOHC,2.0,Automatic CVT,1.0,Gasoline,Four-wheel Drive,17.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Labrador Black Metallic,19800.0,1,0,1.0,0.0
Kia,Telluride EX,2020.0,33335.0,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,24.0,29.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,Black,Snow White Pearl,38093.0,1,1,1.0,1.0
BMW,X5 xDrive35i,2017.0,40733.0,3.0L I6 24V GDI DOHC Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,18.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,Glacier Silver Metallic,33500.0,1,1,1.0,1.0
FIAT,500L Lounge,2015.0,38757.0,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,22.0,30.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Gray,Gray,16998.0,3,0,1.0,1.0
Jeep,Wrangler Unlimited Sahara,2021.0,42447.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,13.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,Firecracker Red Clearcoat,34988.0,1,0,1.0,0.0
Ford,Escape SE,2019.0,53428.0,1.5L I4 16V GDI DOHC Turbo,1.5,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,23.0,30.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Charcoal Black,Oxford White,18752.0,3,0,1.0,1.0
Lexus,RX 350 Base,2015.0,100200.0,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,3.5,6-Speed A/T,0.0,Gasoline,Front-wheel Drive,19.0,29.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Gray,White,21400.0,3,1,1.0,1.0
Audi,Q7 55 Premium Plus,2022.0,11445.0,3.0L V6 24V GDI DOHC Turbo,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,18.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Saiga Beige,Florett Silver Metallic,59799.0,1,1,1.0,1.0
Mazda,Mazda3 FWD w/Select Package,2021.0,31533.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,24.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Black / Navy Blue,Jet Black Mica,26488.0,3,0,1.0,1.0
Lexus,RX 450h,2020.0,36121.0,3.5L V6 24V PDI DOHC Hybrid,3.5,Automatic CVT,1.0,Hybrid,Four-wheel Drive,21.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Parchment,Atomic Silver,48988.0,1,1,2.0,1.0
Cadillac,Escalade Platinum Edition,2014.0,91542.0,6.2L V8 16V MPFI OHV,6.2,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,23.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Ebony,Radiant Silver Metallic,28500.0,1,1,1.0,0.0
Mazda,Mazda6 Grand Touring Reserve,2020.0,30803.0,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, VVT variabl",2.5,Automatic,1.0,Gasoline,Front-wheel Drive,26.0,35.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Black,Machine Gray Metallic,27895.0,3,0,1.0,1.0
Volkswagen,Passat 1.8T R-Line,2016.0,107379.0,1.8L I4 16V GDI DOHC Turbo,1.8,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,16.0,22.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Titan Black,Pure White,15477.0,3,0,1.0,0.0
Mitsubishi,Outlander SEL,2022.0,11162.0,2.5L I4 16V GDI DOHC,2.5,Automatic CVT,1.0,Gasoline,Front-wheel Drive,20.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,Black,Deep Bronze Metallic,33990.0,3,0,1.0,1.0
Mazda,CX-9 Touring,2019.0,36142.0,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,20.0,26.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Black,Deep Crystal Blue Mica,29228.0,1,0,1.0,1.0
MINI,Cooper S,2007.0,57335.0,1.6L I4 16V GDI SOHC Turbo,1.6,6-Speed Manual,0.0,Gasoline,Front-wheel Drive,28.0,36.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Carbon Black,Pepper White,12990.0,3,0,1.0,1.0
Jeep,Gladiator Sport,2020.0,38900.0,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,17.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Blue,34785.0,1,1,1.0,0.0
Maserati,Ghibli Base,2016.0,39532.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,13.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Blu,27995.0,3,1,1.0,0.0
Honda,Pilot Elite,2021.0,61587.0,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,26.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Black,Modern Steel Metallic,39454.0,1,1,1.0,1.0
Land,Rover Range Rover Sport SE,2023.0,1882.0,3.0L I6 24V GDI DOHC Turbo,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,18.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Ebony,Fuji White,109842.0,1,1,1.0,1.0
Alfa,Romeo Stelvio Ti,2022.0,7779.0,2.0L I4 16V GDI SOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,28.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,Rosso,45999.0,1,0,1.0,1.0
Land,Rover Range Rover 5.0L Supercharged Autobiography,2014.0,89767.0,"5L V-8 gasoline direct injection, DOHC, variable valve control,",5.0,Automatic,1.0,Gasoline,Four-wheel Drive,19.0,24.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Tan w/Ebony Headlining and Ebony/Tan IP,Santorini Black Metallic,32977.0,1,1,1.0,1.0
Land,Rover Range Rover Velar P380 SE R-Dynamic,2018.0,27708.0,3.0L V6 24V GDI DOHC Supercharged,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,13.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Eclipse / Ebony / Ebony,Carpathian Grey,44975.0,1,1,1.0,0.0
Volvo,XC40 R-DESIGN,2019.0,47642.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,23.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Charcoal,Ice White,29897.0,1,0,1.0,1.0
Kia,Carnival LXS,2022.0,13733.0,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1.0,Gasoline,Front-wheel Drive,21.0,29.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Gray,Aurora Black,38417.0,3,1,1.0,1.0
MINI,Clubman Cooper S ALL4,2017.0,95834.0,2.0L I4 16V GDI DOHC Turbo,2.0,6-Speed Manual,0.0,Gasoline,Four-wheel Drive,28.0,38.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Carbon Black,Melting Silver Metallic,18980.0,1,0,1.0,1.0
Volkswagen,Jetta 1.5T S,2023.0,3200.0,1.5L I4 16V GDI DOHC Turbo,1.5,6-Speed Manual,0.0,Gasoline,Front-wheel Drive,22.0,32.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Titan Black,Rising Blue Metallic,24100.0,3,0,1.0,1.0
Mazda,CX-30 Select,2020.0,23860.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,26.0,35.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,Jet Black Mica,24500.0,1,0,1.0,1.0
Volkswagen,Touareg TDI,2012.0,91911.0,3.0L V6 24V DDI DOHC Turbo Diesel,3.0,8-Speed Automatic,1.0,Diesel,Four-wheel Drive,17.0,23.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Black Anthracite,Canyon Gray Metallic,17500.0,1,1,4.0,0.0
Chevrolet,Corvette Stingray,2017.0,12808.0,6.2L V8 16V GDI OHV,6.2,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,16.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Jet Black,Torch Red,54598.0,3,1,1.0,1.0
Porsche,Boxster Base,1997.0,107800.0,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,2.5,5-Speed M/T,0.0,Gasoline,Rear-wheel Drive,23.0,29.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,White,6700.0,3,0,1.0,1.0
FIAT,500 Sport,2013.0,109405.0,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,31.0,40.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Nero,Blue,6990.0,3,0,1.0,1.0
Jeep,Wrangler 4xe Sahara,2023.0,2942.0,2.0L I4 16V GDI DOHC Turbo Hybrid,2.0,8-Speed Automatic,1.0,Hybrid,Four-wheel Drive,18.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Black,White Knuckle Clearcoat,55354.0,1,0,2.0,1.0
Volkswagen,Jetta GLI 2.0T S,2019.0,41366.0,2.0L I4 16V GDI DOHC Turbo,2.0,6-Speed Manual,0.0,Gasoline,Front-wheel Drive,30.0,40.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Titan Black,Pure Gray,24444.0,3,0,1.0,1.0
Nissan,Pathfinder SL,2017.0,74025.0,3.5L V6 24V GDI DOHC,3.5,Automatic CVT,1.0,Gasoline,Four-wheel Drive,16.0,22.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Charcoal,White,20955.0,1,1,1.0,0.0
Mazda,Mazda3 Sport,2017.0,58685.0,2.0L I4 16V GDI DOHC,2.0,6-Speed Manual,0.0,Gasoline,Front-wheel Drive,26.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Snowflake White Pearl Metallic,18425.0,3,0,1.0,1.0
BMW,M3 Competition,2021.0,26743.0,3.0L I6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,16.0,23.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Silverstone,Frozen Portimao Blue Metallic,77777.0,3,1,1.0,0.0
BMW,228 Gran Coupe i xDrive,2022.0,14457.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,23.0,33.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black,Skyscraper Gray Metallic,38955.0,1,0,1.0,1.0
Toyota,RAV4 Base,2012.0,69077.0,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 179HP",2.5,Automatic,1.0,Gasoline,Four-wheel Drive,21.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Tan,Brown,15995.0,1,0,1.0,1.0
Jaguar,XE 35t Premium,2017.0,66509.0,3.0L V6 24V GDI DOHC Supercharged,3.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,26.0,33.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Jet,Ammonite Grey,18987.0,3,1,1.0,1.0
Nissan,Altima 3.5 SL,2016.0,71466.0,3.5L V6 24V MPFI DOHC,3.5,Automatic CVT,1.0,Gasoline,Front-wheel Drive,27.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Charcoal,Brilliant Silver,16988.0,3,1,1.0,1.0
Volvo,XC90 T5 Momentum 7 Passenger,2020.0,42252.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,20.0,27.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Charcoal,Crystal White Metallic,40832.0,1,0,1.0,1.0
Volkswagen,Jetta 1.5T Sport,2023.0,18346.0,1.5L I4 16V GDI DOHC Turbo,1.5,8-Speed Automatic,1.0,Gasoline,Front-wheel Drive,17.0,23.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Titan Black,Deep Black Pearl Effect,23991.0,3,0,1.0,0.0
FIAT,124 Spider Classica,2018.0,16827.0,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,26.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Nero,Red,28298.0,3,0,1.0,1.0
Mercedes-Benz,GLE 450 AWD 4MATIC,2023.0,1199.0,3.0L I6 24V GDI DOHC Turbo,3.0,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,18.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Macchiato,Polar White,68992.0,1,1,1.0,1.0
